series_code,year,event,event_date,car,class,team,chassis,manufacturer,driver_a,license_a,laps_a,best_lap_a,avg_lap_a,q1_pct_a,driver_b,license_b,laps_b,best_lap_b,avg_lap_b,q1_pct_b
imsa,2022,Sebring,2022-03-19 10:10:00,33,LMP3,Sean Creech Motorsport,Ligier JS P320,Ligier,joao barbosa,Gold,128,118.000,133.425,25.3,malthe jakobsen,Silver,119,117.347,126.952,25.7
imsa,2022,Sebring,2022-03-19 10:10:00,33,LMP3,Sean Creech Motorsport,Ligier JS P320,Ligier,lance willsey,Bronze,84,121.854,132.894,25.0,malthe jakobsen,Silver,119,117.347,126.952,25.7
imsa,2022,Sebring,2022-03-19 10:10:00,38,LMP3,Performance Tech Motorsports,Ligier JS P320,Ligier,cameron shields,Silver,101,118.238,135.293,25.6,daniel goldburg,Bronze,94,119.513,144.352,25.0
imsa,2022,Sebring,2022-03-19 10:10:00,38,LMP3,Performance Tech Motorsports,Ligier JS P320,Ligier,cameron shields,Silver,101,118.238,135.293,25.6,rasmus lindh,Silver,128,117.352,125.844,25.5
imsa,2022,Sebring,2022-03-19 10:10:00,38,LMP3,Performance Tech Motorsports,Ligier JS P320,Ligier,daniel goldburg,Bronze,94,119.513,144.352,25.0,rasmus lindh,Silver,128,117.352,125.844,25.5
imsa,2022,Sebring,2022-03-19 10:10:00,39,GTD,CarBahn with Peregrine Racing,Lamborghini Huracan GT3,Lamborghini,corey lewis,Silver,107,122.723,173.295,25.6,jeff westphal,Gold,89,122.948,145.875,25.9
imsa,2022,Sebring,2022-03-19 10:10:00,39,GTD,CarBahn with Peregrine Racing,Lamborghini Huracan GT3,Lamborghini,corey lewis,Silver,107,122.723,173.295,25.6,robert megennis,Silver,91,123.481,130.633,25.9
imsa,2022,Sebring,2022-03-19 10:10:00,39,GTD,CarBahn with Peregrine Racing,Lamborghini Huracan GT3,Lamborghini,jeff westphal,Gold,89,122.948,145.875,25.9,robert megennis,Silver,91,123.481,130.633,25.9
imsa,2022,Sebring,2022-03-19 10:10:00,40,LMP3,FastMD Racing,Duqueine D08,Duqueine,james vance,Silver,94,120.960,170.833,25.0,max hanratty,Silver,89,120.434,176.851,25.0
imsa,2022,Sebring,2022-03-19 10:10:00,40,LMP3,FastMD Racing,Duqueine D08,Duqueine,james vance,Silver,94,120.960,170.833,25.0,todd archer,Bronze,79,124.557,145.761,25.7
imsa,2022,Sebring,2022-03-19 10:10:00,40,LMP3,FastMD Racing,Duqueine D08,Duqueine,max hanratty,Silver,89,120.434,176.851,25.0,todd archer,Bronze,79,124.557,145.761,25.7
imsa,2022,Sebring,2022-03-19 10:10:00,42,GTD,NTE/SSR,Lamborghini Huracan GT3,Lamborghini,don yount,Bronze,54,125.722,135.49,25.0,jaden conwright,Silver,29,122.842,126.744,25.9
imsa,2022,Sebring,2022-03-19 10:10:00,42,GTD,NTE/SSR,Lamborghini Huracan GT3,Lamborghini,don yount,Bronze,54,125.722,135.49,25.0,mateo llarena,Silver,22,123.638,149.028,28.6
imsa,2022,Sebring,2022-03-19 10:10:00,42,GTD,NTE/SSR,Lamborghini Huracan GT3,Lamborghini,jaden conwright,Silver,29,122.842,126.744,25.9,mateo llarena,Silver,22,123.638,149.028,28.6
imsa,2022,Sebring,2022-03-19 10:10:00,44,GTD,Magnus Racing,Aston Martin Vantage GT3,Aston Martin,andy lally,Gold,145,122.580,132.944,25.2,john potter,Bronze,84,124.330,133.701,25.0
imsa,2022,Sebring,2022-03-19 10:10:00,44,GTD,Magnus Racing,Aston Martin Vantage GT3,Aston Martin,andy lally,Gold,145,122.580,132.944,25.2,spencer pumpelly,Silver,90,122.566,142.974,25.4
imsa,2022,Sebring,2022-03-19 10:10:00,44,GTD,Magnus Racing,Aston Martin Vantage GT3,Aston Martin,john potter,Bronze,84,124.330,133.701,25.0,spencer pumpelly,Silver,90,122.566,142.974,25.4
imsa,2022,Sebring,2022-03-19 10:10:00,47,GTD,Cetilar Racing,Ferrari 488 GT3,Ferrari,antonio fuoco,Platinum,132,121.213,131.594,25.5,giorgio sernagiotto,Silver,110,122.042,134.055,25.3
imsa,2022,Sebring,2022-03-19 10:10:00,47,GTD,Cetilar Racing,Ferrari 488 GT3,Ferrari,antonio fuoco,Platinum,132,121.213,131.594,25.5,roberto lacorte,Bronze,79,123.224,141.864,26.3
imsa,2022,Sebring,2022-03-19 10:10:00,47,GTD,Cetilar Racing,Ferrari 488 GT3,Ferrari,giorgio sernagiotto,Silver,110,122.042,134.055,25.3,roberto lacorte,Bronze,79,123.224,141.864,26.3
imsa,2022,Sebring,2022-03-19 10:10:00,48,DPi,Ally Cadillac,Cadillac DPi,Cadillac,jose maria lopez,Platinum,119,107.353,129.542,25.0,kamui kobayashi,Platinum,113,107.037,127.007,25.9
imsa,2022,Sebring,2022-03-19 10:10:00,48,DPi,Ally Cadillac,Cadillac DPi,Cadillac,jose maria lopez,Platinum,119,107.353,129.542,25.0,mike rockenfeller,Platinum,114,107.562,119.664,25.8
imsa,2022,Sebring,2022-03-19 10:10:00,48,DPi,Ally Cadillac,Cadillac DPi,Cadillac,kamui kobayashi,Platinum,113,107.037,127.007,25.9,mike rockenfeller,Platinum,114,107.562,119.664,25.8
imsa,2022,Sebring,2022-03-19 10:10:00,5,DPi,JDC Miller MotorSports,Cadillac DPi,Cadillac,loic duval,Platinum,83,107.650,121.001,25.0,richard westbrook,Platinum,119,107.444,125.316,25.5
imsa,2022,Sebring,2022-03-19 10:10:00,5,DPi,JDC Miller MotorSports,Cadillac DPi,Cadillac,loic duval,Platinum,83,107.650,121.001,25.0,tristan vautier,Gold,149,107.366,123.201,25.6
imsa,2022,Sebring,2022-03-19 10:10:00,5,DPi,JDC Miller MotorSports,Cadillac DPi,Cadillac,richard westbrook,Platinum,119,107.444,125.316,25.5,tristan vautier,Gold,149,107.366,123.201,25.6
imsa,2022,Sebring,2022-03-19 10:10:00,52,LMP2,PR1 Mathiasen Motorsports,ORECA LMP2 07,ORECA,ben keating,Bronze,94,111.196,121.094,25.0,mikkel jensen,Gold,119,108.908,127.614,25.8
imsa,2022,Sebring,2022-03-19 10:10:00,52,LMP2,PR1 Mathiasen Motorsports,ORECA LMP2 07,ORECA,ben keating,Bronze,94,111.196,121.094,25.0,scott huffaker,Silver,132,109.298,126.99,25.8
imsa,2022,Sebring,2022-03-19 10:10:00,52,LMP2,PR1 Mathiasen Motorsports,ORECA LMP2 07,ORECA,mikkel jensen,Gold,119,108.908,127.614,25.8,scott huffaker,Silver,132,109.298,126.99,25.8
imsa,2022,Sebring,2022-03-19 10:10:00,54,LMP3,CORE Autosport,Ligier JS P320,Ligier,colin braun,Gold,116,117.760,135.52,25.8,george kurtz,Bronze,104,120.004,134.068,25.0
imsa,2022,Sebring,2022-03-19 10:10:00,54,LMP3,CORE Autosport,Ligier JS P320,Ligier,colin braun,Gold,116,117.760,135.52,25.8,jon bennett,Bronze,88,120.600,155.24,25.8
imsa,2022,Sebring,2022-03-19 10:10:00,54,LMP3,CORE Autosport,Ligier JS P320,Ligier,george kurtz,Bronze,104,120.004,134.068,25.0,jon bennett,Bronze,88,120.600,155.24,25.8
imsa,2022,Sebring,2022-03-19 10:10:00,57,GTD,Winward Racing,Mercedes-AMG GT3,Mercedes-AMG,marvin dienst,Silver,108,121.841,165.043,25.3,philip ellis,Gold,89,122.088,150.462,25.0
imsa,2022,Sebring,2022-03-19 10:10:00,57,GTD,Winward Racing,Mercedes-AMG GT3,Mercedes-AMG,marvin dienst,Silver,108,121.841,165.043,25.3,russell ward,Silver,90,122.122,134.839,26.0
imsa,2022,Sebring,2022-03-19 10:10:00,57,GTD,Winward Racing,Mercedes-AMG GT3,Mercedes-AMG,philip ellis,Gold,89,122.088,150.462,25.0,russell ward,Silver,90,122.122,134.839,26.0
imsa,2022,Sebring,2022-03-19 10:10:00,59,GTD,Crucial Motorsports,McLaren 720S GT3,McLaren,jon miller,Silver,97,122.850,137.481,25.4,patrick gallagher,Silver,94,122.820,170.812,26.0
imsa,2022,Sebring,2022-03-19 10:10:00,59,GTD,Crucial Motorsports,McLaren 720S GT3,McLaren,jon miller,Silver,97,122.850,137.481,25.4,paul holton,Gold,85,122.720,131.214,26.0
imsa,2022,Sebring,2022-03-19 10:10:00,59,GTD,Crucial Motorsports,McLaren 720S GT3,McLaren,patrick gallagher,Silver,94,122.820,170.812,26.0,paul holton,Gold,85,122.720,131.214,26.0
imsa,2022,Sebring,2022-03-19 10:10:00,6,LMP3,Muehlner Motorsports America,Duqueine D08,Duqueine,alec udell,Silver,53,120.222,129.524,26.5,harry gottsacker,Silver,45,119.990,148.142,27.6
imsa,2022,Sebring,2022-03-19 10:10:00,6,LMP3,Muehlner Motorsports America,Duqueine D08,Duqueine,alec udell,Silver,53,120.222,129.524,26.5,ugo de wilde,Gold,30,118.312,315.781,26.9
imsa,2022,Sebring,2022-03-19 10:10:00,6,LMP3,Muehlner Motorsports America,Duqueine D08,Duqueine,harry gottsacker,Silver,45,119.990,148.142,27.6,ugo de wilde,Gold,30,118.312,315.781,26.9
imsa,2022,Sebring,2022-03-19 10:10:00,60,DPi,Meyer Shank Racing W/Curb-Agajanian,Acura DPi,Acura,oliver jarvis,Platinum,87,108.244,119.349,26.0,stoffel vandoorne,Platinum,93,108.112,130.48,25.4
imsa,2022,Sebring,2022-03-19 10:10:00,60,DPi,Meyer Shank Racing W/Curb-Agajanian,Acura DPi,Acura,oliver jarvis,Platinum,87,108.244,119.349,26.0,tom blomqvist,Platinum,171,107.497,121.73,25.4
imsa,2022,Sebring,2022-03-19 10:10:00,60,DPi,Meyer Shank Racing W/Curb-Agajanian,Acura DPi,Acura,stoffel vandoorne,Platinum,93,108.112,130.48,25.4,tom blomqvist,Platinum,171,107.497,121.73,25.4
imsa,2022,Sebring,2022-03-19 10:10:00,62,GTDPRO,Risi Competizione,Ferrari 488 GT3,Ferrari,daniel serra,Platinum,120,121.684,129.318,25.7,davide rigon,Platinum,100,121.399,128.805,25.0
imsa,2022,Sebring,2022-03-19 10:10:00,62,GTDPRO,Risi Competizione,Ferrari 488 GT3,Ferrari,daniel serra,Platinum,120,121.684,129.318,25.7,edward cheever,Gold,98,121.762,152.433,25.8
imsa,2022,Sebring,2022-03-19 10:10:00,62,GTDPRO,Risi Competizione,Ferrari 488 GT3,Ferrari,davide rigon,Platinum,100,121.399,128.805,25.0,edward cheever,Gold,98,121.762,152.433,25.8
imsa,2022,Sebring,2022-03-19 10:10:00,63,GTDPRO,TR3 Racing,Lamborghini Huracan GT3,Lamborghini,andrea caldarelli,Platinum,113,122.050,136.019,25.6,marco mapelli,Platinum,105,121.869,134.232,25.3
imsa,2022,Sebring,2022-03-19 10:10:00,63,GTDPRO,TR3 Racing,Lamborghini Huracan GT3,Lamborghini,andrea caldarelli,Platinum,113,122.050,136.019,25.6,mirko bortolotti,Platinum,105,121.582,132.673,25.3
imsa,2022,Sebring,2022-03-19 10:10:00,63,GTDPRO,TR3 Racing,Lamborghini Huracan GT3,Lamborghini,marco mapelli,Platinum,105,121.869,134.232,25.3,mirko bortolotti,Platinum,105,121.582,132.673,25.3
imsa,2022,Sebring,2022-03-19 10:10:00,66,GTD,Gradient Racing,Acura NSX GT3,Acura,kyffin simpson,Silver,97,121.976,131.348,25.3,mario farnbacher,Gold,114,122.116,155.047,25.0
imsa,2022,Sebring,2022-03-19 10:10:00,66,GTD,Gradient Racing,Acura NSX GT3,Acura,kyffin simpson,Silver,97,121.976,131.348,25.3,till bechtolsheimer,Bronze,94,123.093,137.365,25.7
imsa,2022,Sebring,2022-03-19 10:10:00,66,GTD,Gradient Racing,Acura NSX GT3,Acura,mario farnbacher,Gold,114,122.116,155.047,25.0,till bechtolsheimer,Bronze,94,123.093,137.365,25.7
imsa,2022,Sebring,2022-03-19 10:10:00,7,LMP3,Forty7 Motorsports,Duqueine D08,Duqueine,anthony mantella,Bronze,69,121.133,186.014,25.5,mark kvamme,Bronze,65,122.214,165.684,25.0
imsa,2022,Sebring,2022-03-19 10:10:00,7,LMP3,Forty7 Motorsports,Duqueine D08,Duqueine,anthony mantella,Bronze,69,121.133,186.014,25.5,matthew bell,Silver,70,118.004,132.562,25.5
imsa,2022,Sebring,2022-03-19 10:10:00,7,LMP3,Forty7 Motorsports,Duqueine D08,Duqueine,mark kvamme,Bronze,65,122.214,165.684,25.0,matthew bell,Silver,70,118.004,132.562,25.5
imsa,2022,Sebring,2022-03-19 10:10:00,70,GTD,inception racing,McLaren 720S GT3,McLaren,brendan iribe,Bronze,95,123.449,138.863,25.4,jordan pepper,Gold,111,121.788,137.318,25.3
imsa,2022,Sebring,2022-03-19 10:10:00,70,GTD,inception racing,McLaren 720S GT3,McLaren,brendan iribe,Bronze,95,123.449,138.863,25.4,ollie millroy,Silver,114,122.254,131.093,25.0
imsa,2022,Sebring,2022-03-19 10:10:00,70,GTD,inception racing,McLaren 720S GT3,McLaren,jordan pepper,Gold,111,121.788,137.318,25.3,ollie millroy,Silver,114,122.254,131.093,25.0
imsa,2022,Sebring,2022-03-19 10:10:00,74,LMP3,Riley Motorsports,Ligier JS P320,Ligier,felipe fraga,Gold,61,117.844,142.661,26.8,gar robinson,Silver,92,119.966,128.841,25.0
imsa,2022,Sebring,2022-03-19 10:10:00,74,LMP3,Riley Motorsports,Ligier JS P320,Ligier,felipe fraga,Gold,61,117.844,142.661,26.8,kay van berlo,Silver,79,117.805,155.16,25.4
imsa,2022,Sebring,2022-03-19 10:10:00,74,LMP3,Riley Motorsports,Ligier JS P320,Ligier,gar robinson,Silver,92,119.966,128.841,25.0,kay van berlo,Silver,79,117.805,155.16,25.4
imsa,2022,Sebring,2022-03-19 10:10:00,79,GTDPRO,WeatherTech Racing,Porsche 911 GT3R,Porsche,alessio picariello,Gold,102,122.826,135.426,25.0,julien andlauer,Gold,176,122.299,133.696,25.5
imsa,2022,Sebring,2022-03-19 10:10:00,8,LMP2,Tower Motorsport,ORECA LMP2 07,ORECA,john farano,Bronze,89,112.916,127.864,25.4,louis deletraz,Gold,62,109.282,124.348,25.5
imsa,2022,Sebring,2022-03-19 10:10:00,8,LMP2,Tower Motorsport,ORECA LMP2 07,ORECA,john farano,Bronze,89,112.916,127.864,25.4,rui pinto de andrade,Silver,69,109.789,248.982,26.0
imsa,2022,Sebring,2022-03-19 10:10:00,8,LMP2,Tower Motorsport,ORECA LMP2 07,ORECA,louis deletraz,Gold,62,109.282,124.348,25.5,rui pinto de andrade,Silver,69,109.789,248.982,26.0
imsa,2022,Sebring,2022-03-19 10:10:00,81,LMP2,DragonSpeed USA,ORECA LMP2 07,ORECA,henrik hedman,Bronze,41,112.007,117.607,26.5,juan pablo montoya,Platinum,2,112.696,145.534,100.0
imsa,2022,Sebring,2022-03-19 10:10:00,81,LMP2,DragonSpeed USA,ORECA LMP2 07,ORECA,henrik hedman,Bronze,41,112.007,117.607,26.5,sebastian montoya,Silver,40,108.980,114.533,25.0
imsa,2022,Sebring,2022-03-19 10:10:00,81,LMP2,DragonSpeed USA,ORECA LMP2 07,ORECA,juan pablo montoya,Platinum,2,112.696,145.534,100.0,sebastian montoya,Silver,40,108.980,114.533,25.0
imsa,2022,Sebring,2022-03-19 10:10:00,9,GTDPRO,Pfaff Motorsports,Porsche 911 GT3R,Porsche,felipe nasr,Platinum,89,122.564,136.897,26.1,mathieu jaminet,Gold,108,122.517,134.713,25.0
imsa,2022,Sebring,2022-03-19 10:10:00,9,GTDPRO,Pfaff Motorsports,Porsche 911 GT3R,Porsche,felipe nasr,Platinum,89,122.564,136.897,26.1,matt campbell,Gold,125,122.473,133.293,25.5
imsa,2022,Sebring,2022-03-19 10:10:00,9,GTDPRO,Pfaff Motorsports,Porsche 911 GT3R,Porsche,mathieu jaminet,Gold,108,122.517,134.713,25.0,matt campbell,Gold,125,122.473,133.293,25.5
imsa,2022,Sebring,2022-03-19 10:10:00,93,GTDPRO,Racers Edge Motorsports with WTR,Acura NSX GT3,Acura,ashton harrison,Silver,100,123.552,135.675,25.0,kyle marcelli,Gold,116,122.472,136.835,25.0
imsa,2022,Sebring,2022-03-19 10:10:00,93,GTDPRO,Racers Edge Motorsports with WTR,Acura NSX GT3,Acura,ashton harrison,Silver,100,123.552,135.675,25.0,tom long,Gold,104,124.261,133.965,25.3
imsa,2022,Sebring,2022-03-19 10:10:00,93,GTDPRO,Racers Edge Motorsports with WTR,Acura NSX GT3,Acura,kyle marcelli,Gold,116,122.472,136.835,25.0,tom long,Gold,104,124.261,133.965,25.3
imsa,2022,Sebring,2022-03-19 10:10:00,96,GTD,Turner Motorsport,BMW M4 GT3,BMW,bill auberlen,Gold,124,121.542,139.974,25.3,michael dinan,Silver,83,123.203,136.147,25.8
imsa,2022,Sebring,2022-03-19 10:10:00,96,GTD,Turner Motorsport,BMW M4 GT3,BMW,bill auberlen,Gold,124,121.542,139.974,25.3,robby foley,Silver,114,121.821,129.496,25.7
imsa,2022,Sebring,2022-03-19 10:10:00,96,GTD,Turner Motorsport,BMW M4 GT3,BMW,michael dinan,Silver,83,123.203,136.147,25.8,robby foley,Silver,114,121.821,129.496,25.7
imsa,2022,Sebring,2022-03-19 10:10:00,97,GTDPRO,WeatherTech Racing,Mercedes-AMG GT3,Mercedes-AMG,cooper macneil,Silver,95,123.735,132.617,25.3,jules gounon,Platinum,144,121.299,138.699,25.7
imsa,2022,Sebring,2022-03-19 10:10:00,97,GTDPRO,WeatherTech Racing,Mercedes-AMG GT3,Mercedes-AMG,cooper macneil,Silver,95,123.735,132.617,25.3,maro engel,Platinum,127,122.047,132.405,25.2
imsa,2022,Sebring,2022-03-19 10:10:00,97,GTDPRO,WeatherTech Racing,Mercedes-AMG GT3,Mercedes-AMG,jules gounon,Platinum,144,121.299,138.699,25.7,maro engel,Platinum,127,122.047,132.405,25.2
imsa,2022,Sebring,2022-03-19 10:10:00,99,GTD,Team Hardpoint,Porsche 911 GT3R,Porsche,katherine legge,Gold,136,123.603,132.189,25.2,rob ferriol,Bronze,97,124.437,140.139,25.3
imsa,2022,Sebring,2022-03-19 10:10:00,99,GTD,Team Hardpoint,Porsche 911 GT3R,Porsche,katherine legge,Gold,136,123.603,132.189,25.2,stefan wilson,Silver,85,124.235,138.852,25.8
imsa,2022,Sebring,2022-03-19 10:10:00,99,GTD,Team Hardpoint,Porsche 911 GT3R,Porsche,rob ferriol,Bronze,97,124.437,140.139,25.3,stefan wilson,Silver,85,124.235,138.852,25.8
imsa,2022,Long Beach,2022-04-09 14:05:00,01,DPi,Cadillac Racing,Cadillac DPi,Cadillac,renger van der zande,Gold,33,71.056,94.692,27.8,sebastien bourdais,Platinum,40,70.317,73.083,25.8
imsa,2022,Long Beach,2022-04-09 14:05:00,02,DPi,Cadillac Racing,Cadillac DPi,Cadillac,alex lynn,Platinum,40,71.221,73.204,25.7,earl bamber,Platinum,33,71.018,94.658,27.8
imsa,2022,Long Beach,2022-04-09 14:05:00,1,GTD,Paul Miller Racing,BMW M4 GT3,BMW,bryan sellers,Gold,41,79.260,92.905,25.9,madison snow,Silver,28,79.554,80.605,26.9
imsa,2022,Long Beach,2022-04-09 14:05:00,10,DPi,Konica Minolta Acura ARX-05,Acura DPi,Acura,filipe albuquerque,Platinum,43,71.376,74.894,26.5,ricky taylor,Platinum,30,71.878,94.655,25.0
imsa,2022,Long Beach,2022-04-09 14:05:00,12,GTD,VasserSullivan,Lexus RC F GT3,Lexus,aaron telitz,Gold,42,79.062,91.993,25.0,frankie montecalvo,Silver,27,79.944,81.707,28.0
imsa,2022,Long Beach,2022-04-09 14:05:00,14,GTDPRO,VasserSullivan,Lexus RC F GT3,Lexus,ben barnicoat,Platinum,40,79.206,93.17,26.9,jack hawksworth,Gold,29,79.513,80.626,25.9
imsa,2022,Long Beach,2022-04-09 14:05:00,16,GTD,Wright Motorsports,Porsche 911 GT3R,Porsche,jan heylen,Gold,42,79.274,91.701,28.0,ryan hardwick,Bronze,27,80.987,82.704,28.0
imsa,2022,Long Beach,2022-04-09 14:05:00,23,GTDPRO,Heart of Racing Team,Aston Martin Vantage GT3,Aston Martin,alex riberas,Gold,40,79.010,93.423,26.9,ross gunn,Gold,29,79.024,80.226,25.9
imsa,2022,Long Beach,2022-04-09 14:05:00,25,GTDPRO,BMW M Team RLL,BMW M4 GT3,BMW,connor de phillippi,Gold,46,78.961,85.186,26.8,john edwards,Platinum,23,78.989,93.668,28.6
imsa,2022,Long Beach,2022-04-09 14:05:00,27,GTD,Heart of Racing Team,Aston Martin Vantage GT3,Aston Martin,maxime martin,Platinum,19,78.843,95.171,25.0,roman de angelis,Silver,29,79.590,81.378,25.9
imsa,2022,Long Beach,2022-04-09 14:05:00,3,GTDPRO,Corvette Racing,Chevrolet Corvette C8.R GTD,Chevrolet,antonio garcia,Platinum,40,78.807,93.652,25.0,jordan taylor,Platinum,29,78.923,80.017,25.9
imsa,2022,Long Beach,2022-04-09 14:05:00,31,DPi,Whelen Engineering Racing,Cadillac DPi,Cadillac,pipo derani,Platinum,50,70.685,82.13,27.6,tristan nunez,Gold,23,71.398,84.877,29.4
imsa,2022,Long Beach,2022-04-09 14:05:00,32,GTD,Team Korthoff Motorsports,Mercedes-AMG GT3,Mercedes-AMG,mike skeen,Silver,28,79.740,81.116,26.9,stevan mcaleer,Silver,41,79.200,93.048,28.0
imsa,2022,Long Beach,2022-04-09 14:05:00,34,GTD,GMG Racing,Porsche 911 GT3R,Porsche,james sofronas,Bronze,35,80.518,96.427,27.3,kyle washington,Bronze,32,82.227,84.767,25.9
imsa,2022,Long Beach,2022-04-09 14:05:00,39,GTD,CarBahn with Peregrine Racing,Lamborghini Huracan GT3,Lamborghini,jeff westphal,Gold,31,78.967,95.2,27.8,robert megennis,Silver,26,80.167,81.701,25.0
imsa,2022,Long Beach,2022-04-09 14:05:00,5,DPi,JDC Miller MotorSports,Cadillac DPi,Cadillac,richard westbrook,Platinum,33,71.062,94.152,25.0,tristan vautier,Gold,40,71.541,73.754,25.7
imsa,2022,Long Beach,2022-04-09 14:05:00,51,GTD,Rick Ware Racing,Acura NSX GT3,Acura,aidan read,Silver,30,79.882,81.635,25.0,ryan eversley,Gold,39,79.597,93.509,25.0
imsa,2022,Long Beach,2022-04-09 14:05:00,57,GTD,Winward Racing,Mercedes-AMG GT3,Mercedes-AMG,philip ellis,Gold,5,79.925,96.436,33.3,russell ward,Silver,28,79.969,81.4,26.9
imsa,2022,Long Beach,2022-04-09 14:05:00,59,GTD,Crucial Motorsports,McLaren 720S GT3,McLaren,jon miller,Silver,27,79.570,81.104,28.0,paul holton,Gold,20,79.838,94.175,30.8
imsa,2022,Long Beach,2022-04-09 14:05:00,60,DPi,Meyer Shank Racing W/Curb-Agajanian,Acura DPi,Acura,oliver jarvis,Platinum,33,71.163,94.725,27.8,tom blomqvist,Platinum,40,71.355,73.306,25.7
imsa,2022,Long Beach,2022-04-09 14:05:00,66,GTD,Gradient Racing,Acura NSX GT3,Acura,marc miller,Silver,27,79.798,81.424,28.0,mario farnbacher,Gold,42,79.048,92.13,25.0
imsa,2022,Long Beach,2022-04-09 14:05:00,70,GTD,inception racing,McLaren 720S GT3,McLaren,brendan iribe,Bronze,26,80.098,81.874,25.0,frederik schandorff,Silver,43,78.642,92.394,25.9
imsa,2022,Long Beach,2022-04-09 14:05:00,79,GTDPRO,WeatherTech Racing,Mercedes-AMG GT3,Mercedes-AMG,cooper macneil,Silver,27,81.062,82.675,28.0,raffaele marciello,Platinum,42,78.617,92.24,25.0
imsa,2022,Long Beach,2022-04-09 14:05:00,96,GTD,Turner Motorsport,BMW M4 GT3,BMW,bill auberlen,Gold,43,79.330,91.848,26.7,robby foley,Silver,26,79.739,81.949,26.1
imsa,2022,Long Beach,2022-04-09 14:05:00,99,GTD,Team Hardpoint,Porsche 911 GT3R,Porsche,katherine legge,Gold,41,80.194,92.009,26.9,rob ferriol,Bronze,28,81.275,82.777,26.9
imsa,2022,Laguna Seca,2022-05-01 12:10:00,02,DPi,Cadillac Racing,Cadillac DPi,Cadillac,alex lynn,Platinum,60,75.891,87.541,26.7,earl bamber,Platinum,56,76.122,80.091,26.5
imsa,2022,Laguna Seca,2022-05-01 12:10:00,1,GTD,Paul Miller Racing,BMW M4 GT3,BMW,bryan sellers,Gold,45,85.396,87.235,25.0,madison snow,Silver,62,85.430,93.688,25.0
imsa,2022,Laguna Seca,2022-05-01 12:10:00,10,DPi,Konica Minolta Acura ARX-05,Acura DPi,Acura,filipe albuquerque,Platinum,90,75.685,81.711,25.3,ricky taylor,Platinum,27,76.114,85.603,28.6
imsa,2022,Laguna Seca,2022-05-01 12:10:00,11,LMP2,PR1 Mathiasen Motorsports,ORECA LMP2 07,ORECA,jonathan bomarito,Gold,61,77.186,80.825,26.0,steven thomas,Bronze,52,78.182,91.856,26.9
imsa,2022,Laguna Seca,2022-05-01 12:10:00,12,GTD,VasserSullivan,Lexus RC F GT3,Lexus,aaron telitz,Gold,44,85.266,87.216,26.2,frankie montecalvo,Silver,63,85.401,93.834,25.5
imsa,2022,Laguna Seca,2022-05-01 12:10:00,14,GTDPRO,VasserSullivan,Lexus RC F GT3,Lexus,ben barnicoat,Platinum,45,85.478,86.802,25.0,jack hawksworth,Gold,62,85.217,93.517,26.5
imsa,2022,Laguna Seca,2022-05-01 12:10:00,16,GTD,Wright Motorsports,Porsche 911 GT3R,Porsche,jan heylen,Gold,78,85.072,87.69,26.0,ryan hardwick,Bronze,29,86.861,99.505,25.0
imsa,2022,Laguna Seca,2022-05-01 12:10:00,18,LMP2,Era Motorsport,ORECA LMP2 07,ORECA,dwight merriman,Bronze,51,80.414,92.082,27.3,ryan dalziel,Gold,63,76.824,79.906,25.5
imsa,2022,Laguna Seca,2022-05-01 12:10:00,20,LMP2,High Class Racing,ORECA LMP2 07,ORECA,anders fjordbach,Silver,67,76.991,80.761,26.3,dennis andersen,Bronze,46,80.815,93.643,26.7
imsa,2022,Laguna Seca,2022-05-01 12:10:00,23,GTDPRO,Heart of Racing Team,Aston Martin Vantage GT3,Aston Martin,alex riberas,Gold,63,85.201,93.668,26.4,ross gunn,Gold,44,84.905,87.076,26.2
imsa,2022,Laguna Seca,2022-05-01 12:10:00,25,GTDPRO,BMW M Team RLL,BMW M4 GT3,BMW,connor de phillippi,Gold,46,85.123,86.734,26.7,john edwards,Platinum,61,85.105,93.698,25.5
imsa,2022,Laguna Seca,2022-05-01 12:10:00,27,GTD,Heart of Racing Team,Aston Martin Vantage GT3,Aston Martin,maxime martin,Platinum,45,85.538,87.036,25.0,roman de angelis,Silver,62,85.317,93.93,26.0
imsa,2022,Laguna Seca,2022-05-01 12:10:00,28,GTD,Alegra Motorsports,Mercedes-AMG GT3,Mercedes-AMG,daniel morad,Silver,44,85.455,89.273,26.8,michael de quesada,Silver,62,85.407,92.991,25.5
imsa,2022,Laguna Seca,2022-05-01 12:10:00,3,GTDPRO,Corvette Racing,Chevrolet Corvette C8.R GTD,Chevrolet,antonio garcia,Platinum,43,85.214,86.767,26.2,jordan taylor,Platinum,64,84.976,93.372,25.5
imsa,2022,Laguna Seca,2022-05-01 12:10:00,31,DPi,Whelen Engineering Racing,Cadillac DPi,Cadillac,pipo derani,Platinum,90,76.057,81.866,25.9,tristan nunez,Gold,27,76.990,86.076,29.4
imsa,2022,Laguna Seca,2022-05-01 12:10:00,32,GTD,Team Korthoff Motorsports,Mercedes-AMG GT3,Mercedes-AMG,dirk mueller,Platinum,46,85.389,87.12,26.7,stevan mcaleer,Silver,61,85.571,93.889,25.5
imsa,2022,Laguna Seca,2022-05-01 12:10:00,34,GTD,GMG Racing,Porsche 911 GT3R,Porsche,james sofronas,Bronze,44,86.243,87.68,25.6,kyle washington,Bronze,61,87.717,96.002,26.5
