POSITION;NUMBER;STATUS;LAPS;TOTAL_TIME;GAP_FIRST;GAP_PREVIOUS;FL_LAPNUM;FL_TIME;FL_KPH;TEAM;CLASS;GROUP;DIVISION;VEHICLE;TIRES;IMSA_CarId;IMSA_TeamId;IMSA_ClassId;IMSA_CarTypeId;IMSA_ManufacturerId;IMSA_TireId;IMSA_SponsorId;IMSA_EventEntryId;*Extra 9;*Extra 10;DRIVER1_FIRSTNAME;DRIVER1_SECONDNAME;DRIVER1_LICENSE;DRIVER1_HOMETOWN;DRIVER1_COUNTRY;DRIVER1_SHORTNAME;DRIVER1_IMSA_DriverId;DRIVER1_IMSA_DriverPlugId;DRIVER1_IMSA_DriverRatingLong;DRIVER1_*Extra 4;DRIVER1_*Extra 5;DRIVER2_FIRSTNAME;DRIVER2_SECONDNAME;DRIVER2_LICENSE;DRIVER2_HOMETOWN;DRIVER2_COUNTRY;DRIVER2_SHORTNAME;DRIVER2_IMSA_DriverId;DRIVER2_IMSA_DriverPlugId;DRIVER2_IMSA_DriverRatingLong;DRIVER2_*Extra 4;DRIVER2_*Extra 5;DRIVER3_FIRSTNAME;DRIVER3_SECONDNAME;DRIVER3_LICENSE;DRIVER3_HOMETOWN;DRIVER3_COUNTRY;DRIVER3_SHORTNAME;DRIVER3_IMSA_DriverId;DRIVER3_IMSA_DriverPlugId;DRIVER3_IMSA_DriverRatingLong;DRIVER3_*Extra 4;DRIVER3_*Extra 5;DRIVER4_FIRSTNAME;DRIVER4_SECONDNAME;DRIVER4_LICENSE;DRIVER4_HOMETOWN;DRIVER4_COUNTRY;DRIVER4_SHORTNAME;DRIVER4_IMSA_DriverId;DRIVER4_IMSA_DriverPlugId;DRIVER4_IMSA_DriverRatingLong;DRIVER4_*Extra 4;DRIVER4_*Extra 5;DRIVER5_FIRSTNAME;DRIVER5_SECONDNAME;DRIVER5_LICENSE;DRIVER5_HOMETOWN;DRIVER5_COUNTRY;DRIVER5_SHORTNAME;DRIVER5_IMSA_DriverId;DRIVER5_IMSA_DriverPlugId;DRIVER5_IMSA_DriverRatingLong;DRIVER5_*Extra 4;DRIVER5_*Extra 5;DRIVER6_FIRSTNAME;DRIVER6_SECONDNAME;DRIVER6_LICENSE;DRIVER6_HOMETOWN;DRIVER6_COUNTRY;DRIVER6_SHORTNAME;DRIVER6_IMSA_DriverId;DRIVER6_IMSA_DriverPlugId;DRIVER6_IMSA_DriverRatingLong;DRIVER6_*Extra 4;DRIVER6_*Extra 5;
1;7;Classified;705;24:01:20.108;-;-;493;1:36.414;213.9;Porsche Penske Motorsport;GTP;;;Porsche 963;M;;;;;;;;;;;Felipe;Nasr;Platinum;Brasilia;BRA;;;;;;;Julien;Andlauer;Gold;Lyon, France;FRA;;;;;;;Laurin;Heinrich;Gold;Würzburg, Germany;DEU;;;;;;;;;;;;;;;;;;;;;;;;;
51;73;Classified;612;23:27:14.707;93 Laps;17 Laps;484;1:40.165;205.9;Pratt Miller Motorsports;LMP2;;;ORECA LMP2 07;M;;;;;;;;;;;Pietro;Fittipaldi;Platinum;Miami, FL;BRA;;;;;;;Manuel;Espirito Santo;Silver;Cascais;PRT;;;;;;;Chris;Cumming;Bronze;Vancouver, Canada;CAN;;;;;;;Enzo;Fittipaldi;Gold;Miami, FL;BRA;;;;;;;;;;;;;;;;;;;
52;11;Classified;608;21:53:10.149;97 Laps;4 Laps;495;1:39.583;207.1;TDS Racing;LMP2;;;ORECA LMP2 07;M;;;;;;;;;;;Tobi;Lutke;Bronze;Toronto, Canada;CAN;;;;;;;Mathias;Beche;Gold;Veigy, France;CHE;;;;;;;David Heinemeier;Hansson;Silver;Malibu, CA;DNK;;;;;;;Charles;Milesi;Platinum;Dijon, France;FRA;;;;;;;;;;;;;;;;;;;
53;64;Classified;580;21:24:17.087;125 Laps;28 Laps;464;1:47.071;192.6;Ford Racing;GTDPRO;;;Ford Mustang GT3;M;;;;;;;;;;;Ben;Barker;Gold;Cambridge, United Kingdom;GBR;;;;;;;Dennis;Olsen;Platinum;Valer, Norway;NOR;;;;;;;Mike;Rockenfeller;Platinum;Altnau, Switzerland;CHE;;;;;;;;;;;;;;;;;;;;;;;;;
54;36;Classified;568;21:52:00.227;137 Laps;12 Laps;493;1:46.964;192.8;DXDT Racing;GTD;;;Chevrolet Corvette Z06 GT3.R;M;;;;;;;;;;;Mason;Filippi;Silver;Nashville, TN;USA;;;;;;;Charlie;Eastwood;Gold;Belfast;IRL;;;;;;;Scott;McLaughlin;Platinum;Christchurch, New Zealand;NZL;;;;;;;Salih;Yoluc;Silver;London, United Kingdom;TUR;;;;;;;;;;;;;;;;;;;
55;66;Classified;518;19:35:52.302;187 Laps;50 Laps;462;1:46.956;192.8;Gradient Racing;GTD;B;;Ford Mustang GT3;M;;;;;;;;;;;Jake;Walker;Silver;Tempe, AZ;USA;;;;;;;Till;Bechtolsheimer;Bronze;Ampney St. Peter, United Kingdom;GBR;;;;;;;Corey;Lewis;Silver;Nazareth, PA;USA;;;;;;;Joey;Hand;Gold;Wilton, CA;USA;;;;;;;;;;;;;;;;;;;
56;16;Classified;115;3:54:41.325;590 Laps;403 Laps;102;1:48.486;190.1;Myers Riley Motorsports;GTD;B;;Ford Mustang GT3;M;;;;;;;;;;;Sheena;Monk;Bronze;Newtown, PA;USA;;;;;;;Felipe;Fraga;Gold;Palmas, Brazil;BRA;;;;;;;Jenson;Altzman;Silver;Phoenix, AZ;USA;;;;;;;Romain;Grosjean;Platinum;Geneva, Switzerland;FRA;;;;;;;;;;;;;;;;;;;
57;83;Classified;95;4:46:59.771;610 Laps;20 Laps;59;1:41.847;202.5;Af Corse Usa;LMP2;;;ORECA LMP2 07;M;;;;;;;;;;;Francois;Perrodo;Bronze;London, United Kingdom;FRA;;;;;;;Matthieu;Vaxiviere;Gold;Bordeaux, France;FRA;;;;;;;Nicklas;Nielsen;Platinum;Monaco, Montecarlo;DNK;;;;;;;Dylan;Murry;Silver;Cumming, GA;USA;;;;;;;;;;;;;;;;;;;
58;120;Classified;87;2:54:52.775;618 Laps;8 Laps;73;1:47.812;191.3;Wright Motorsports;GTD;;;Porsche 911 GT3 R (992);M;;;;;;;;;;;Adam;Adelson;Silver;Los Angeles, CA;USA;;;;;;;Elliott;Skeer;Gold;San Diego, CA;USA;;;;;;;Tom;Sargent;Silver;Young, Australia;AUS;;;;;;;Callum;Ilott;Platinum;Cambridge, UK;GBR;;;;;;;;;;;;;;;;;;;
59;62;Classified;62;2:02:08.156;643 Laps;25 Laps;38;1:47.298;192.2;Risi Competizione;GTDPRO;;;Ferrari 296 GT3 EVO;M;;;;;;;;;;;Daniel;Serra;Platinum;Sao Paulo, Brazil;BRA;;;;;;;Davide;Rigon;Platinum;Cervia, Italy;ITA;;;;;;;Alessandro;Pier Guidi;Platinum;Tortona, Italy;ITA;;;;;;;;;;;;;;;;;;;;;;;;;
60;28;Classified;5;12:26.101;700 Laps;57 Laps;5;1:48.794;189.6;Rs1;GTD;;;Porsche 911 GT3 R (992);M;;;;;;;;;;;Eric;Zitza;Silver;Maitland, FL;USA;;;;;;;Jan;Heylen;Gold;Dunedin, FL;BEL;;;;;;;Dillon;Machavern;Silver;Charlotte, VT;USA;;;;;;;Sven;Müller;Gold;Bingen am Rhein, Germany;DEU;;;;;;;;;;;;;;;;;;;
